"de","en"
"Die phosphorhaltigen Liganden der Nickei(0)-Komplexe und die freien phosphorhaltigen Liganden sind vorzugsweise ausgewählt aus mono- oder bidentaten Phosphinen, Phosphiten, Phosphiniten und Phosphoniten.","The phosphorus ligands of the nickel(0) complexes and the free phosphorus ligands are preferably selected from mono- or bidentate phosphines, phosphites, phosphinites and phosphonites."
"Öffnung (Öse) im ersten Zugteil","Aperture (eye) in the first tensioning part"
"Andererseits erlaubt aber die erfindungsgemäß erzielte Druckverdichtung des weicheren Materials bei Überschreiten einer bestimmten Größe der gegen die Einsetzrichtung wirkenden Zugkraft auch ein zerstörungsfreies Herauslösen des Dichtungsprofils aus der Profilaufnahme.","But, on the other hand, the compression of the softer material obtained according to the invention on exceeding a given quantity of tensile force acting counter to the direction of insertion also allows non-destructive release of the sealing profile from the profile receptacle."
"Hierdurch steht für die Einfassung der in der Zeichnung nicht dargestellten ringförmigen Verstärkung am Vorderende 12 des Hohlhörpers 10 und für die Vernähung des Bodens 11 je eine entsprechender Gewebestreifen zur Verfügung.","In this way corresponding strips of fabric are available for enclosing non-illustrated annular reinforcements at the front end 12 of the hollow body 10 and for sewing the base 11."
"Die Reaktionstemperatur wird zwischen etwa 0°C und 130°C, vorzugsweise zwischen etwa 20°C und 60°C gehalten. Das Verfahren wird vorzugsweise bei Normaldruck durchgeführt, jedoch kann es zweckmäßig sein, z.B. bei Verwendung flüchtiger Säuren, unter Druck zu arbeiten.","The reaction temperature is kept between about 0° C. and 130° C., preferably between about 20° C. and 60° C. The process is preferably carried out under atmospheric pressure, but it may be advantageous to carry it out under pressure, for example when volatile acids are used."
"Bei dem Koppelelement handelt es sich vorzugsweise um ein weiteres Blechteil, über das die Koppeleinrichtung drehfest mit dem Eingangsteil einer der Reibungskupplungen verbunden ist.","The coupling element is preferably another sheet metal part, through which the coupling device is connected with the input part of one of the friction clutches in a rotationally fixed coupling."
"Dadurch, dass bei der Übergabe und dem Ablegen der einzelnen Profilstäbe diese nicht wahllos abgestreift werden, sondern ein geführtes Absenken aller Profilstäbe zur Bildung der ersten Profilstabreihe erfolgt, kann so die exakte Ausrichtung zueinander und damit die vorbestimmte Anordnung derselben innerhalb des Stapelschachtes erreicht werden.","Because of the fact that during the transfer and deposition the individual profiled rods these are not stripped randomly, but instead a guided lowering of all profiled rods is done for building the first row of profiled rods, the exact alignment to one another and the pre-determined arrangement of the same within the stacking shaft can be achieved."
"Insbesondere kann ein Fehler-Modell Informationen über die Drehvorrichtung besitzen (z.B. die Steifigkeit der Lagerung des drehbeweglichen Teils der Drehvorrichtung) und unter Verwendung dieser Informationen erwartete Fehlerwerte der Drehvorrichtung für zumindest eine Arbeitsausrichtung und/oder eine Arbeitsposition berechnen, die für bestimmte, insbesondere vorgegebene Aufgaben zu erwarten sind.","In particular, an error model may have information about the turning device (for example the stiffness of the bearing of the rotationally mobile part of the turning device) and, by using this information, calculate expected error values of the turning device for at least one working orientation and/or working position, which are to be expected for particular, in particular predetermined tasks."
"Gemäß einer Ausgestaltung der Erfindung wird vorgeschlagen, daß die Schaltwelle als Hohlwelle ausgebildet und der außenverzahnte Abschnitt von einem federnden Teil der Wandung der Hohlwelle gebildet wird, der über einen Steg mit der übrigen Wandung verbunden ist.","According to a particular embodiment of the invention, the switching shaft is a hollow shaft, and the externally geared section is a tab or tongue-shaped elastically deflectable portion of the wall of the hollow shaft."
"Die Herstellung solcher photopolymerisierbarer Druckplatten ist somit einfach und kostengünstig.","The preparation of such photopolymerizable printing plates is thus simple and economical."
"Die Wertermittlungseinrichtung erhält diese Information dadurch, dass der maximale Lenkwinkel gemessen wird, den die Lenkung innerhalb einer vorgegebenen Zeit erreicht.","The value ascertainment device obtains this information by the maximum steering angle being measured that the steering system attains within a specified time."
"In dem gezeigten Parallelogrammarmsystem ist der Querarm 25 ein Zahnsegment.","In the embodiment of the parallelogram arm system shown in FIG. 2, the transverse arm 25 is a toothed segment."
"Vorzugsweise sind auf der Kunststoffabdeckung LED-Aufnahmen für die Leuchtdioden angeordnet.","Preferably, LED mountings for the light-emitting diodes are arranged on the plastic cover."
"Die Erfindung ist anwendbar insbesondere zur Umformung von nicht mehr verkehrstechnisch verwertbaren PKW-, LKW- oder Flugzeugreifen in einen neuen Grundbaustein, der als Ausgangsmaterial für die Herstellung von Produkten in vielfältigen Bereichen der Wirtschaft eingesetzt werden kann.","The invention is particularly applicable to the conversion of used tires, non-recyclable for traffic purposes, arising from motor cars, road haulage trucks and aircraft, into a new basic construction element which can be used for the manufacture of a wide scope of commercial products."
"Entsprechende Dosiseinheitsformen, insbesondere zur peroralen und/oder sublingualen Verabreichung, z.B. Dragees, Tabletten oder Kapseln, enthalten vorzugsweise von etwa 2,5 bis etwa 100 mg, insbesondere von etwa 5 bis etwa 25 mg einer Verbindung der Formel 1 oder eines pharmazeutisch annehmbaren Salzes einer zur Salzbildung befähigten entsprechenden Verbindung zusammen mit pharmazeutisch verwendbaren Trägerstoffen.","Appropriate dosage unit forms, especially for peroral and/or sublingual administration, for example dragees, tablets or capsules, contain preferably from approximately 2.5 to approximately 100 mg, especially from approximately 5 to approximately 25 mg, of a compound of the formula I or a pharmaceutically acceptable salt of a corresponding compound that is capable of salt formation, together with pharmaceutically acceptable carriers."
"Die Festwalzrollen 23; 25 bilden ein erstes Paar (Fig. 10), die Festwalzrollen 24; 26 (Fig. 11) ein zweites Paar und die Festwalzrollen 14; 15 (Fig. 12) ein drittes Paar von Festwalzrollen.","The work rollers 23 and 25 form the first pair, the work rollers 24 and 26 the second and the work rollers 14 and 15 a third pair of work rollers."
"In diesen abgeschrägten Bereichen, die an sich bekannt sind, kann sich im Betrieb ein hydrodynamischer Traganteil ausbilden, der zu besseren Notlaufeigenschaften und geringerem Energieverbrauch führt.","In these tapered are, which are known per se, a hydrodynamic “carrier zone” can be formed in operation, which leads to better emergency running properties and lower energy consumption."
"Kochgerät nach Anspruch 6, das ferner einen Verstärkungseinsetzring (240) umfasst, der einen D-förmigen Querschnitt aufweist, der im Inneren des Wellenkopplungsrohrs (227, 237) gekoppelt ist.","The cooking appliance according to claim 6, further comprising a reinforcement insert ring (240) having a D-shaped cross-section coupled inside the shaft coupling pipe (227, 237)."
"Verbindungen der allgemeinen Formel I, gemäß den Ansprüchen 1 bis 5, zur Verwendung in Form eines pharmazeutischen Präparats für die enteral, parenterale und orale Applikation.","pharmceutical agent according to claim 6 in the form of a pharmaceutical preparation that is suitable for enteral, parenteral or oral administration."
"Bei einem alternativen Ausführungsbeispiel werden die Funktionen der Einheiten 322 bis 328 mit Hilfe eines Prozessors 352 erbracht, der ein Programm in einer Programmspeichereinheit 354 abarbeitet, siehe Pfeil 356.","In an alternative exemplary embodiment, the functions of the units 322 to 328 are implemented with the aid of a processor 352 that processes a program in a program memory unit in a program memory unit 354, see arrow 356 ."
"Für pharamazeutische Anwendungen, zum Beispiel zum Einbringen in Kapseln, hergestellte Teilchen können mittlere und/oder maximale Grössen haben, die typischerweise höchstens 2 mm, vorzugsweise höchstens 1,5 mm und beispielsweise etwa 0,5 bis 1 mm betragen.","Particles produced for pharmaceutical applications, for example for introducing them into capsules, could have mean and/or maximum sizes that typically amount to at most 2 mm, preferably at most 1.5 mm and, for example about 0.5 to 1 mm."
"Das aromatenhaltige Ausgangsbenzin (1) wird in eine Destillationskolonne (2) geführt, in der das Ausgangsbenzin in eine niedriger siedende (2a) und eine höher siedende (2b), jeweils Nichtaromaten enthaltende Aromatenfraktion aufgetrennt wird.","The aromatics-containing starting gasoline (1) is fed to a distilling column (2) where the starting gasoline is fractionated into a lower boiling (2 a) and a higher boiling (2 b) aromatics fraction each containing non-aromatic compounds."
"Verfahren zum Betreiben eines Lastzugs (10) nach einem der Ansprüche 12 bis 15, mit den Schritten","method for operating a tractor-trailer combination according to claim 13, comprising the steps of:"
"Der Benutzer braucht sich in diesem Fall nicht um die individuelle Steuerung der einzelnen Schaltelemente zu kümmern, da die Steuereinrichtung die gewählte Schaltstufe selbsttätig in vorgegebener Weise in die entsprechende Kombination geöffneter und geschlossener Schaltemente umsetzt.","In this case the user need not bother about the individual control of the different switching elements, because the control device automatically converts the selected switching stage in a predetermined way into the corresponding combination of open and closed switching elements."
"Dies bietet beispielsweise die Möglichkeit, die Temperatur von Dampf bei größeren Mengen von Behandlungsgut zu erhöhen, so dass die Behandlungszeit von Speisen von der Menge derselben praktisch unabhängig ist.","This makes it possible, for example, to increase the steam temperature when there are relatively large quantities of food for treatment, so that the treatment time for food is practically independent of its quantity."
